contractor_name,permit_number,address,permit_type,value,issue_date,city,owner_name
Unknown Contractor,CHA-28221,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-91056,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-73217,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-39896,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-91192,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-41640,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-47714,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-45362,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-88722,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-42619,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-66807,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-46832,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-83288,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-28015,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-56680,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-14558,"Chattanooga, TN",Institutional,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-99481,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-44727,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-50886,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-42658,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-32308,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-49146,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-90147,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-58646,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-41907,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-23276,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-74009,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-52379,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-91649,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-48861,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-69950,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-56387,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-54455,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-74403,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-17919,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-21696,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-84758,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-16963,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-27349,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-18703,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-39368,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-73116,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-31435,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-60362,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-35000,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-20648,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-52234,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-61788,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-36571,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-20447,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-12174,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-90911,"Chattanooga, TN",Pool,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-33944,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-34034,"Chattanooga, TN",Accessory  Structure,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-45696,"Chattanooga, TN",New Addition,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-75045,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-61897,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-40477,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-27832,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-38736,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-24552,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-30592,"Chattanooga, TN",Institutional,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-37879,"Chattanooga, TN",Industrial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-85165,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-95904,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-37178,"Chattanooga, TN",Industrial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-53426,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-39996,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-90618,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-19397,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-84521,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-76887,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-21598,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-49881,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-84327,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-82913,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-64219,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-69246,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-96605,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-88397,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-21498,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-47306,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-83012,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-90518,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-51527,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-43406,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-26956,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-64067,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-29477,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-56425,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-74451,"Chattanooga, TN",New Addition,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-49336,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-57718,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-40942,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-68680,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-50885,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-46707,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-54291,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-32198,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-25781,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-68671,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-45266,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-32970,"Chattanooga, TN",New Addition,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-84439,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-31766,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-21097,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-41057,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-34976,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-70578,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-41279,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-23264,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-42557,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-96538,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-21485,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-44091,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-43505,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-56059,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-38949,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-67213,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-35486,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-96653,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-78252,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-76731,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-85315,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-58148,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-44764,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-75319,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-22307,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-30231,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-75405,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-50248,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-91454,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-41101,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-38521,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-90875,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-36870,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-70429,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-69302,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-85151,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-87834,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-52162,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-23677,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-20431,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-61051,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-95200,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-32914,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-99794,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-64327,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-97717,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-93426,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-42240,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-27096,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-50289,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-82890,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-92406,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-23146,"Chattanooga, TN",Institutional,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-86689,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-95756,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-98388,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-75705,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-61208,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-91537,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-41322,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-68467,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-78918,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-87394,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-11672,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-76300,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-53410,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-78441,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-45146,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-37781,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-25905,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-66188,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-28190,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-99126,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-77279,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-29075,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-59017,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-71076,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-82817,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-64113,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-27857,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-67662,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-49835,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-39926,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-18641,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-74373,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-52086,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-54369,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-91275,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-77522,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-24390,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-20199,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-43110,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-42890,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-33332,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-45475,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-78365,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-90051,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-61817,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-70606,"Chattanooga, TN",Accessory  Structure,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-12726,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-67937,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-70493,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-81933,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-75967,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-47169,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-50457,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-19883,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-93276,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-33937,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-91198,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-54141,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-85731,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-57820,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-64847,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-57863,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-16847,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-72429,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-69504,"Chattanooga, TN",Residential,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-22164,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-13562,"Chattanooga, TN",Commercial,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-71119,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-53564,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-51599,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-96043,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-87837,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-53352,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-94733,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-27532,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-67665,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-36471,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-96125,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-50490,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-58425,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-19989,"Chattanooga, TN",Building Permit,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-53564,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-61794,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
Unknown Contractor,CHA-48258,"Chattanooga, TN",New Construction,,,Chattanooga,Unknown Owner
