contractor_name,permit_number,address,permit_type,value,issue_date,city,owner_name
Sabrina Garcia,COM-SIT-PMT25-40100428,"4003 ALAMAR RIDGE, City of San Antonio, TX 78259",Plumbing Irrigation Permit,,2025-11-03,San Antonio,Phased-Site Work Alamar Phase 2
Miguel A. Galvan,COM-SIT-PMT25-40100430,"1419 S PRESA ST, City of San Antonio, TX 78210",Comm Sitework Permit,25000,2025-11-03,San Antonio,EXPRESS - Site Work - 1419 S Presa
Miguel A. Galvan,COM-SIT-PMT25-40100430,"1419 S PRESA ST, City of San Antonio, TX 78210",Sidewalk-Curb Permit,,2025-11-03,San Antonio,EXPRESS - Site Work - 1419 S Presa
Justin Warren,COM-STR-PMT25-41300053,"San Antonio, TX",Comm Street Improvement Permit,0,2025-11-03,San Antonio,Site Work - RT - Kingsride Blvd. - SIP
Roberto A Garcia,DEM-DEM-PMT25-39200290,"San Antonio, TX",Demolition Permit,,2025-11-03,San Antonio,318 E CARSON ST - Demo Primary Structure
Richard W Grohman,LSR-ELECT-25-39503516,"22006 BIG BEND CANYON, City of San Antonio, TX 78258",LSR Electrical Permit,,2025-11-03,San Antonio,Unknown Owner
Josue Perez,LSR-MECH-25-39603511,"2324 MC KINLEY AVE, City of San Antonio, TX 78210",LSR Mechanical Permit,,2025-11-03,San Antonio,Unknown Owner
DUSTY BURRIOLA,LSR-MECH-25-39603515,"66 BIGHORN CANYON, City of San Antonio, TX 78258",LSR Mechanical Permit,,2025-11-03,San Antonio,Unknown Owner
Patrick L Beyer,LSR-MECH-25-39603518,"414 COVE BLUFF, City of San Antonio, TX 78216",LSR Mechanical Permit,,2025-11-03,San Antonio,Unknown Owner
"JEREMY T ROBERDS, SA SPECIALTIE",LSR-MECH-25-39603519,"17647 DIAMOND CANYON DR, City of San Antonio, TX 78232",LSR Mechanical Permit,,2025-11-03,San Antonio,Unknown Owner
Kenny R JULIAN,LSR-PLUMB-25-39703507,"1723 ESCADA, City of San Antonio, TX 78258",LSR Plumbing Permit,,2025-11-03,San Antonio,Unknown Owner
KARL J BISHOP,LSR-PLUMB-25-39703508,"2806 STOKELY HILL, City of San Antonio, TX 78258",LSR Plumbing Permit,,2025-11-03,San Antonio,Unknown Owner
"GARY S HOWARD, INFINITY PLUMBING",LSR-PLUMB-25-39703509,"18714 DANFORTH COVE, City of San Antonio, TX 78258",LSR Plumbing Permit,,2025-11-03,San Antonio,Unknown Owner
"GARY S HOWARD, INFINITY PLUMBING",LSR-PLUMB-25-39703510,"358 SARATOGA, City of San Antonio, TX 78213",LSR Plumbing Permit,,2025-11-03,San Antonio,Unknown Owner
Billy Joe Tijerina,LSR-PLUMB-25-39703512,"5819 SPRING VALLEY, City of San Antonio, TX 78247",LSR Plumbing Permit,,2025-11-03,San Antonio,Unknown Owner
"ABELARDO F JIMENEZ, SIMPLE WATER SOFTENERS",LSR-PLUMB-25-39703513,"4907 HAVEN OAK, City of San Antonio, TX 78249",LSR Plumbing Permit,,2025-11-03,San Antonio,Unknown Owner
"WALTER J SUAREZ, A & A PLUMBING LLC",LSR-PLUMB-25-39703514,"4426 STARK ALLEY, City of San Antonio, TX 78217",LSR Plumbing Permit,,2025-11-03,San Antonio,Unknown Owner
JACK K CHAMBLISS,LSR-PLUMB-25-39703517,"159 WAXWOOD, City of San Antonio, TX 78216",LSR Plumbing Permit,,2025-11-03,San Antonio,Unknown Owner
CHRISTOPHER BRINKMANN,MEP-BCK-PMT25-34031878,"11631 CULEBRA RD, City of San Antonio, TX 78253",Plumbing Backflow Permit,,2025-11-03,San Antonio,Unit 227
CHRISTOPHER BRINKMANN,MEP-BCK-PMT25-34031880,"11631 CULEBRA RD, City of San Antonio, TX 78253",Plumbing Backflow Permit,,2025-11-03,San Antonio,Unit 320
"KEITH ZARS POOLS, INC.",MEP-BCK-PMT25-34031900,"18819 CANOE BROOK, City of San Antonio, TX 78258",Plumbing Backflow Permit,,2025-11-03,San Antonio,PLUMBING BACKFLOW PERMIT
"SILCO ELECTRIC, LLC",MEP-ELE-PMT25-33331829,"240 YELLOWSTONE ST, City of San Antonio, TX 78210",Electrical General Permit,,2025-11-03,San Antonio,Cortez (Mission Custom Pools)
"2 Rivers Electric, LLC",MEP-ELE-PMT25-33331847,"31 STOREYWOOD, City of San Antonio, TX 78213",Electrical General Permit,,2025-11-03,San Antonio,STRIKE
R&Z ELECTRIC LLC,MEP-ELE-PMT25-33331860,"1623 W ASHBY PLACE, City of San Antonio, TX 78201",Electrical General Permit,,2025-11-03,San Antonio,ALONSO PEREZ
JWC ELECTRIC INC.,MEP-ELE-PMT25-33331863,"303 BLUM, City of San Antonio, TX 78205",Electrical General Permit,,2025-11-03,San Antonio,fire pump controller
"MJS ENTERPRISES,INC.",MEP-ELE-PMT25-33331868,"410 CYPRESS TRAIL, City of San Antonio, TX 78256",Electrical General Permit,,2025-11-03,San Antonio,Vic Zachry
"MJS ENTERPRISES,INC.",MEP-ELE-PMT25-33331882,"44 SILVERHORN DR, City of San Antonio, TX 78216",Electrical General Permit,,2025-11-03,San Antonio,Bill Putnicki
MOORE ELECTRIC CO.,MEP-ELE-PMT25-33331884,"San Antonio, TX",Electrical General Permit,,2025-11-03,San Antonio,5116 Channel Cat - Relocate meter loop
"Will Power Solar, LLc",MEP-ELE-PMT25-33331891,"5630 LON CHANEY DR, City of San Antonio, TX 78240",Electrical General Permit,,2025-11-03,San Antonio,Lon chaney
"RAMIRO ROQUE, STONE CITY SERVICE",MEP-ELE-PMT25-33331894,"1507 EL PASO ST, City of San Antonio, TX 78207",Electrical General Permit,,2025-11-03,San Antonio,EF - 1507 El Paso
RELIABLE ELECTRIC CO.,MEP-ELE-PMT25-33331906,"4106 WILLOW GREEN DR, City of San Antonio, TX 78217",Electrical General Permit,,2025-11-03,San Antonio,WILLIAM KRIZ
"MJS ENTERPRISES,INC.",MEP-ELE-PMT25-33331907,"223 SHANNON LEE, City of San Antonio, TX 78216",Electrical General Permit,,2025-11-03,San Antonio,Jane Mcdaniel
"RAMIRO ROQUE, STONE CITY SERVICE",MEP-ELE-PMT25-33331908,"5703 HONEYGOLD, City of San Antonio, TX 78222",Electrical General Permit,,2025-11-03,San Antonio,EF - 5703 Honeygold Dr
VKM ELECTRIC LLC,MEP-ELE-PMT25-33331909,"118 W TURBO, City of San Antonio, TX 78216",Electrical General Permit,,2025-11-03,San Antonio,118 W Turbo
"MJS ENTERPRISES,INC.",MEP-ELE-PMT25-33331911,"15211 EAGLE RUN, City of San Antonio, TX 78233",Electrical General Permit,,2025-11-03,San Antonio,Clyde King
"DONE RIGHT ELECTRIC, LTD",MEP-ELE-PMT25-33331918,"214 VANCE ST, City of San Antonio, TX 78210",Electrical General Permit,,2025-11-03,San Antonio,214 Vance st
SG3 ELECTRIC LLC,MEP-ELE-PMT25-33331919,"5302 LAS CAMPANAS, City of San Antonio, TX 78233",Electrical General Permit,,2025-11-03,San Antonio,General Electric
URESTI ELECTRIC & CONSTRUCTION,MEP-ELE-PMT25-33331940,"2818 W TRAVIS ST, City of San Antonio, TX 78207",Electrical General Permit,,2025-11-03,San Antonio,Jeff Uresti
FIG ELECTRIC LLC,MEP-ELE-PMT25-33331945,"26950 BULVERDE, SAN ANTONIO, TX 78260",Electrical General Permit,,2025-11-03,San Antonio,Clear Channel Billboard
A & M ELECTRIC & TRENCHING LLC,MEP-ELE-PMT25-33331948,"638 W LYNWOOD, City of San Antonio, TX 78212",Electrical General Permit,,2025-11-03,San Antonio,638 lynwood
Hunter Service Group,MEP-ELE-PMT25-33331954,"201 JEANETTE DR, City of San Antonio, TX 78216",Electrical General Permit,,2025-11-03,San Antonio,201 Jeanette drive
BIG STATE ELECTRIC CO,MEP-ELE-PMT25-33331961,"4375 S 1604 E, City of San Antonio, TX 78112",Electrical General Permit,,2025-11-03,San Antonio,Navistar Truck Scale Power
B A M ELECTRIC,MEP-ELE-PMT25-33331984,"5330 GAWAIN DR, City of San Antonio, TX 78218",Electrical General Permit,,2025-11-03,San Antonio,5330 Gawaine - Torres
JOHN C LEWIS,MEP-ELE-PMT25-33332007,"10427 PERRIN BEITEL, City of San Antonio, TX 78217",Electrical General Permit,,2025-11-03,San Antonio,partial rewire perrin beitel
"Nation Plumbing, LLC",MEP-GAS-PMT25-34231875,"917 BURNET ST, City of San Antonio, TX 78202",Plumbing Gas Permit,,2025-11-03,San Antonio,917 Burnet
"O'Haver Plumbing, Ltd.",MEP-GAS-PMT25-34231892,"6751 FM 78, City of San Antonio, TX 78244",Plumbing Gas Permit,,2025-11-03,San Antonio,6751 fm 78 # HP
"KEITH ZARS POOLS, INC.",MEP-GAS-PMT25-34231895,"18819 CANOE BROOK, City of San Antonio, TX 78258",Plumbing Gas Permit,,2025-11-03,San Antonio,PLUMBING GAS PERMIT
"NORTH EAST A/C, HTG.&PLBG.",MEP-GAS-PMT25-34231905,"10206 ASTEROID, City of San Antonio, TX 78217",Plumbing Gas Permit,,2025-11-03,San Antonio,10206 Asteroid
Julian Campos,MEP-GAS-PMT25-34231912,"14595 NACOGDOCHES RD, City of San Antonio, TX 78247",Plumbing Gas Permit,,2025-11-03,San Antonio,Plumbing
CLEARWATER PLUMBING,MEP-GAS-PMT25-34231913,"623 E BONNER AVE, City of San Antonio, TX 78214",Plumbing Gas Permit,,2025-11-03,San Antonio,Unknown Owner
SMITH AND SONS PLUMBING SERVICES LLC,MEP-GAS-PMT25-34231915,"8836 MEADOW TRACE, City of San Antonio, TX 78250",Plumbing Gas Permit,,2025-11-03,San Antonio,Gas inspection
MEDINA BEST PLUMBING,MEP-GAS-PMT25-34231955,"9619 SOUTH BEND, City of San Antonio, TX 78250",Plumbing Gas Permit,,2025-11-03,San Antonio,Gas permit
"STARPOINT PLUMBING, LLC",MEP-GAS-PMT25-34231965,"6002 ARDENWOOD, City of San Antonio, TX 78223",Plumbing Gas Permit,,2025-11-03,San Antonio,Renterias
A.D.S PLUMBING,MEP-GAS-PMT25-34231969,"4839 CHARLES KATZ, City of San Antonio, TX 78229",Plumbing Gas Permit,,2025-11-03,San Antonio,Fire station 32
MEDINA BEST PLUMBING,MEP-GAS-PMT25-34231970,"9623 SOUTH BEND, City of San Antonio, TX 78250",Plumbing Gas Permit,,2025-11-03,San Antonio,Gas permit
MEDINA BEST PLUMBING,MEP-GAS-PMT25-34231972,"9631 SOUTH BEND, City of San Antonio, TX 78250",Plumbing Gas Permit,,2025-11-03,San Antonio,Gas permit
MEDINA BEST PLUMBING,MEP-GAS-PMT25-34231976,"9627 SOUTH BEND, City of San Antonio, TX 78250",Plumbing Gas Permit,,2025-11-03,San Antonio,Gas permit
Celestino Gutierrez,MEP-GAS-PMT25-34231997,"725 SANDMEYER ST, City of San Antonio, TX 78208",Plumbing Gas Permit,,2025-11-03,San Antonio,Gas Permit
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431864,"10322 GOODISON DR, City of San Antonio, TX 78109",Plumbing Irrigation Permit,,2025-11-03,San Antonio,10322 goodison drive
GREEN HOUSE LANDSCAPING,MEP-IRR-PMT25-34431872,"14923 HOUSE WREN FALL, SAN ANTONIO, TX 78253",Plumbing Irrigation Permit,,2025-11-03,San Antonio,14923 House Wren Fall
"SA RAINMAKER, LLC",MEP-IRR-PMT25-34431879,"27964 COLONIAL OAKS, SAN ANTONIO, TX 78015",Plumbing Irrigation Permit,,2025-11-03,San Antonio,"LAWN IRRIGATION & 1"" BACKFLOW"
orchid landscaping,MEP-IRR-PMT25-34431929,"10631 MARLIN POND, City of San Antonio, TX 78224",Plumbing Irrigation Permit,,2025-11-03,San Antonio,10631 Marlin Pond
Mogonye Land Tech,MEP-IRR-PMT25-34431931,"6419 PRINCE HOWARD, City of San Antonio ETJ, TX 78239",Plumbing Irrigation Permit,,2025-11-03,San Antonio,Mogonye Land Tech
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431949,"10430 WHITE HART LN, City of San Antonio, TX 78109",Plumbing Irrigation Permit,,2025-11-03,San Antonio,10430 white hart lane
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431951,"10413 BLUEFISH WAY, City of San Antonio ETJ, TX 78006",Plumbing Irrigation Permit,,2025-11-03,San Antonio,10413 bluefish way
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431952,"10417 BLUEFISH WAY, City of San Antonio ETJ, TX 78006",Plumbing Irrigation Permit,,2025-11-03,San Antonio,10417 bluefish way
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431956,"14978 TARADEAU, SAN ANTONIO, TX 78254",Plumbing Irrigation Permit,,2025-11-03,San Antonio,14978 taradeau
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431959,"12420 LAS RANAS, SAN ANTONIO, TX 78245",Plumbing Irrigation Permit,,2025-11-03,San Antonio,12420 las ranas
"LEONARDO FAJARDO, L&G LANDSCAPE ENTERPRISES, LLC",MEP-IRR-PMT25-34431960,"1103 ARGON WAY, SAN ANTONIO, TX 78245",Plumbing Irrigation Permit,,2025-11-03,San Antonio,1103 ARGON WAY
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431966,"1419 CACERES SPUR, City of San Antonio, TX 78224",Plumbing Irrigation Permit,,2025-11-03,San Antonio,1419 caceres spur
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431968,"1531 NERIA LOOP, City of San Antonio, TX 78224",Plumbing Irrigation Permit,,2025-11-03,San Antonio,1531 neria loop
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431971,"10826 LILLIA BRANCH, City of San Antonio, TX 78224",Plumbing Irrigation Permit,,2025-11-03,San Antonio,10826 lillia branch
"LEONARDO FAJARDO, L&G LANDSCAPE ENTERPRISES, LLC",MEP-IRR-PMT25-34431973,"1529 ALSATIAN AVE, SAN ANTONIO, TX 78253",Plumbing Irrigation Permit,,2025-11-03,San Antonio,1529 ALSATIAN AVENUE
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431974,"9638 GRAND VIA BLVD, City of San Antonio, TX 78109",Plumbing Irrigation Permit,,2025-11-03,San Antonio,9638 grand via blvd
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431977,"2923 JUNCTION BAY, City of San Antonio, TX 78109",Plumbing Irrigation Permit,,2025-11-03,San Antonio,2923 junction bay
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431980,"12428 LAS RANAS, SAN ANTONIO, TX 78245",Plumbing Irrigation Permit,,2025-11-03,San Antonio,12428 las rana
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431982,"3604 SCORZA, SAN ANTONIO, TX 78245",Plumbing Irrigation Permit,,2025-11-03,San Antonio,3604 scorza
"LEONARDO FAJARDO, L&G LANDSCAPE ENTERPRISES, LLC",MEP-IRR-PMT25-34431983,"1359 AZUL WAY, City of San Antonio, TX 78224",Plumbing Irrigation Permit,,2025-11-03,San Antonio,1359 AZUL WAY
"DOUBLE H LANDSCAPE, LIMITED",MEP-IRR-PMT25-34431998,"5257 MORGAN CREST, SAN ANTONIO, TX 78253",Plumbing Irrigation Permit,,2025-11-03,San Antonio,5257 morgan crest
SA SPECIALTIES,MEP-MEC-PMT25-33908860,"1307 VISTA DEL MONTE, City of San Antonio, TX 78216",Mechanical Permit,,2025-11-03,San Antonio,AC Replacement
RIGHT CHOICE HEATING AND AIR,MEP-MEC-PMT25-33931807,"3442 W POPLAR ST, City of San Antonio, TX 78228",Mechanical Permit,,2025-11-03,San Antonio,AFF - 3442 W POPLAR ST
Wilks Inc.,MEP-MEC-PMT25-33931866,"9106 GRIMESLAND, City of San Antonio, TX 78254",Mechanical Permit,,2025-11-03,San Antonio,Salinas Residence
LEGACY HEATING AND AIR CONDITI,MEP-MEC-PMT25-33931873,"15711 BRIGHT STAR, City of San Antonio, TX 78232",Mechanical Permit,,2025-11-03,San Antonio,HVAC Install/Replacement
STAY-COOL A/C & HEATING,MEP-MEC-PMT25-33931890,"8019 CEREZO, City of San Antonio, TX 78250",Mechanical Permit,,2025-11-03,San Antonio,8019 Cerezo
Goettl Air Conditioning & Plumbing,MEP-MEC-PMT25-33931897,"9407 SHIELDS DR, City of San Antonio, TX 78245",Mechanical Permit,,2025-11-03,San Antonio,Christal & Robert Stuchly
Robert Ruiz,MEP-MEC-PMT25-33931902,"9242 RIDGELAND, City of San Antonio, TX 78250",Mechanical Permit,,2025-11-03,San Antonio,Mechanical Permit
MICHAEL DUERLER,MEP-MEC-PMT25-33931914,"5227 WOODBROOK, City of San Antonio, TX 78218",Mechanical Permit,,2025-11-03,San Antonio,GONZALES
"HENRY R RODRIGUEZ JR., TEXAS AIR REPAIR",MEP-MEC-PMT25-33931917,"7835 SIERRA SECO, City of San Antonio, TX 78240",Mechanical Permit,,2025-11-03,San Antonio,7835 Sierra Seco
COWBOYS A/C & HEATING,MEP-MEC-PMT25-33931926,"4227 TALLULAH DR, City of San Antonio, TX 78218",Mechanical Permit,,2025-11-03,San Antonio,Alvaro Martinez
COWBOYS A/C & HEATING,MEP-MEC-PMT25-33931927,"6816 MOUNTAIN PARK, City of San Antonio, TX 78227",Mechanical Permit,,2025-11-03,San Antonio,Alvaro Martinez
"JON WAYNE HEAT, ELCT& A/C,LTD.",MEP-MEC-PMT25-33931930,"14226 BOLD RULER, City of San Antonio, TX 78248",Mechanical Permit,,2025-11-03,San Antonio,GLORIA RODRIGUEZ
CARNES AND SONS LLC,MEP-MEC-PMT25-33931933,"5942 SUNRISE BEND DR, City of San Antonio, TX 78244",Mechanical Permit,,2025-11-03,San Antonio,Hannah Wagaman
WILL FIX IT,MEP-MEC-PMT25-33931934,"402 SHADBUSH ST, City of San Antonio, TX 78245",Mechanical Permit,,2025-11-03,San Antonio,PEREZ-Mechanical
LIBERTY AIR,MEP-MEC-PMT25-33931935,"131 HARALD COURT, City of San Antonio, TX 78214",Mechanical Permit,,2025-11-03,San Antonio,Harald cr
Unknown Contractor,MEP-MEC-PMT25-33931939,"12235 N US HWY 281, City of San Antonio, TX 78216",Mechanical Permit,,2025-11-03,San Antonio,12235 us hwy 281 - MECHANICAL
CHAMPION AC,MEP-MEC-PMT25-33931941,"5411 SENISA SPRINGS, City of San Antonio, TX 78251",Mechanical Permit,,2025-11-03,San Antonio,Ashley Olvera
Atlas AC Repair,MEP-MEC-PMT25-33931943,"21411 GRANITE SPRING, City of San Antonio, TX 78258",Mechanical Permit,,2025-11-03,San Antonio,Atlas AC Repair
Atlas AC Repair,MEP-MEC-PMT25-33931946,"5903 SPRING BOW, City of San Antonio, TX 78247",Mechanical Permit,,2025-11-03,San Antonio,Atlas AC Repair
"A HOMESTEAD SPECIALIST, LLC",MEP-MEC-PMT25-33931989,"21303 ENCINO COMMONS, City of San Antonio, TX 78259",Mechanical Permit,,2025-11-03,San Antonio,HIGHPOINTEESTATES-1804
"A HOMESTEAD SPECIALIST, LLC",MEP-MEC-PMT25-33931993,"21303 ENCINO COMMONS, City of San Antonio, TX 78259",Mechanical Permit,,2025-11-03,San Antonio,HIGHPOINTEESTATES-1606
SA SPECIALTIES,MEP-MEC-PMT25-33932003,"1202 CADLEY COURT, City of San Antonio, TX 78258",Mechanical Permit,,2025-11-03,San Antonio,AC Replacement
"A HOMESTEAD SPECIALIST, LLC",MEP-MEC-PMT25-33932004,"6639 S NEW BRAUNFELS AVE, City of San Antonio, TX 78223",Mechanical Permit,,2025-11-03,San Antonio,THERAVALLO-18208
"A HOMESTEAD SPECIALIST, LLC",MEP-MEC-PMT25-33932006,"6639 S NEW BRAUNFELS AVE, City of San Antonio, TX 78223",Mechanical Permit,,2025-11-03,San Antonio,THERAVALLO-2203
GALLOS PLUMBING SERVICE INC.,MEP-PCP-PMT25-34131756,"3 INWOOD PEAK, City of San Antonio, TX 78248",Plumbing Completion Permit,,2025-11-03,San Antonio,3 Inwood Peak Completion
ALL AROUND PLUMBING,MEP-PLM-PMT25-34331842,"1623 W ASHBY PLACE, City of San Antonio, TX 78201",Plumbing General Permit,,2025-11-03,San Antonio,1623
"JON WAYNE HEAT, ELCT& A/C,LTD.",MEP-PLM-PMT25-34331867,"9414 VICTORY ROW, City of San Antonio, TX 78254",Plumbing General Permit,,2025-11-03,San Antonio,VIRGINIA NOLAN
M&M PLUMBING SERVICES LLC,MEP-PLM-PMT25-34331871,"14923 EAGLE RUN, City of San Antonio, TX 78233",Plumbing General Permit,,2025-11-03,San Antonio,Eagle Run
ANCHOR PLUMBING SERV,MEP-PLM-PMT25-34331876,"14303 JOHN DAVID, City of San Antonio, TX 78023",Plumbing General Permit,,2025-11-03,San Antonio,Sewer line replacement up to 35ft
AMG PLUMBING AND MORE LLC,MEP-PLM-PMT25-34331877,"5901 FLYNN DR, City of San Antonio, TX 78228",Plumbing General Permit,,2025-11-03,San Antonio,Plumbing General Permit
"Nation Plumbing, LLC",MEP-PLM-PMT25-34331881,"917 BURNET ST, City of San Antonio, TX 78202",Plumbing General Permit,,2025-11-03,San Antonio,917 Burnet
"BRYCO PLUMBING CO, INC.",MEP-PLM-PMT25-34331883,"14706 HIGHLAND RIDGE, City of San Antonio, TX 78233",Plumbing General Permit,,2025-11-03,San Antonio,Shawn Roberts
WILL FIX IT,MEP-PLM-PMT25-34331885,"4819 LARK, City of San Antonio, TX 78228",Plumbing General Permit,,2025-11-03,San Antonio,PLUMBING
"BRYCO PLUMBING CO, INC.",MEP-PLM-PMT25-34331887,"4039 TROPICAL DR, City of San Antonio, TX 78218",Plumbing General Permit,,2025-11-03,San Antonio,Shawn Roberts
"KEITH ZARS POOLS, INC.",MEP-PLM-PMT25-34331898,"18819 CANOE BROOK, City of San Antonio, TX 78258",Plumbing General Permit,,2025-11-03,San Antonio,PLUMBING GENERAL PERMIT
